#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_349_length_10189_cov_7.979386_3 -            124 Ribosom_S12_S23      PF00164.20   122   1.7e-54  179.5   3.0   1   1   9.8e-58   1.8e-54  179.4   3.0     1   121     2   122     2   123 0.98 # 2178 # 2549 # -1 # ID=28_3;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=5bp;gc_cont=0.331
NODE_1390_length_2699_cov_1.100385_1 -            899 RNA_pol_Rpb1_1       PF04997.7    337   7.4e-55  183.6   3.4   2   2    0.0069       4.4    3.5   0.1    78   154   708   787   702   864 0.65 # 3 # 2699 # 1 # ID=135_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.328
NODE_1390_length_2699_cov_1.100385_1 -            899 RNA_pol_Rpb1_4       PF05000.12   108   2.2e-18   63.0   0.3   1   1     1e-20   6.3e-18   61.6   0.3     1   106   455   538   455   540 0.86 # 3 # 2699 # 1 # ID=135_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.328
NODE_290_length_11469_cov_3.072647_1 -            235 RNA_pol_Rpb1_4       PF05000.12   108   2.2e-18   63.0   0.1   1   1   6.2e-21   3.9e-18   62.2   0.1     1   106    99   182    99   185 0.86 # 3 # 707 # 1 # ID=23_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.330
NODE_349_length_10189_cov_7.979386_4 -           1391 RNA_pol_Rpb1_4       PF05000.12   108   3.4e-17   59.2   0.2   1   1   5.4e-20   3.4e-17   59.2   0.2     1   106   674   757   674   759 0.85 # 2717 # 6889 # -1 # ID=28_4;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=6bp;gc_cont=0.322
NODE_2253_length_1548_cov_1.129055_2 -            467 IF-2                 PF11987.3    109   8.4e-36  119.2   4.7   1   1   1.9e-38   3.5e-35  117.2   4.7     8   109   256   357   249   357 0.95 # 146 # 1546 # -1 # ID=228_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.329
NODE_838_length_4947_cov_3.407384_3  -            845 TIGR00344            TIGR00344    847  2.8e-262  869.4   6.7   1   1  5.1e-265  3.2e-262  869.3   6.7    38   847     1   827     1   827 0.92 # 1885 # 4419 # 1 # ID=75_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=6bp;gc_cont=0.310
NODE_827_length_4997_cov_1.624745_1  -            570 TIGR00344            TIGR00344    847  1.3e-206  685.3   4.6   1   1  2.4e-209  1.5e-206  685.1   4.6     1   562     8   570     8   570 0.98 # 2 # 1711 # -1 # ID=73_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=10bp;gc_cont=0.294
NODE_3411_length_1020_cov_0.872964_1 -            340 TIGR00344            TIGR00344    847  7.5e-106  352.0   0.1   1   1  1.3e-108  8.4e-106  351.8   0.1   144   488     2   340     1   340 0.94 # 1 # 1020 # -1 # ID=377_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.323
NODE_953_length_4210_cov_1.638044_1  -            771 TIGR00422            TIGR00422    863  1.1e-269  893.8  24.1   1   1  6.6e-272  1.2e-269  893.6  24.1   107   861     1   752     1   754 0.94 # 2 # 2314 # 1 # ID=87_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.284
NODE_1586_length_2320_cov_1.076542_1 -            729 TIGR00422            TIGR00422    863  2.1e-166  552.1  18.6   1   1  1.5e-168  2.9e-166  551.6  18.6   313   846     1   532     1   539 0.92 # 2 # 2188 # 1 # ID=158_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.285
NODE_89_length_22684_cov_6.645340_18 -           1136 TIGR00422            TIGR00422    863  5.6e-106  352.2  17.3   1   2     4e-31   7.6e-29   97.0   0.4     7   267    13   285     8   308 0.83 # 15827 # 19234 # -1 # ID=5_18;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=13bp;gc_cont=0.363
NODE_89_length_22684_cov_6.645340_18 -           1136 TIGR00422            TIGR00422    863  5.6e-106  352.2  17.3   2   2   1.4e-81   2.7e-79  263.9   5.3   253   844   342  1012   323  1029 0.84 # 15827 # 19234 # -1 # ID=5_18;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=13bp;gc_cont=0.363
NODE_2425_length_1431_cov_0.906907_1 -            379 TIGR00422            TIGR00422    863   2.7e-79  263.9  13.0   1   1   1.6e-81   3.1e-79  263.7  13.0   490   862     1   359     1   360 0.90 # 1 # 1137 # 1 # ID=244_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.308
NODE_2369_length_1467_cov_1.225877_1 -            475 TIGR00422            TIGR00422    863   4.1e-75  250.0   0.1   1   1   2.7e-77   5.1e-75  249.7   0.1   251   656    45   467    23   473 0.90 # 3 # 1427 # 1 # ID=238_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.316
NODE_2765_length_1258_cov_0.888697_1 -            352 TIGR00422            TIGR00422    863     1e-50  169.4   7.2   1   4     3e-38   5.7e-36  120.6   1.0     3   188     2   171     1   174 0.92 # 3 # 1058 # -1 # ID=296_1;partial=10;start_type=GTG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.335
NODE_2765_length_1258_cov_0.888697_1 -            352 TIGR00422            TIGR00422    863     1e-50  169.4   7.2   2   4   1.1e-05    0.0021   12.8   0.1   342   396   173   224   169   227 0.92 # 3 # 1058 # -1 # ID=296_1;partial=10;start_type=GTG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.335
NODE_2765_length_1258_cov_0.888697_1 -            352 TIGR00422            TIGR00422    863     1e-50  169.4   7.2   3   4   4.2e-05    0.0078   10.9   0.0   200   241   230   271   224   278 0.83 # 3 # 1058 # -1 # ID=296_1;partial=10;start_type=GTG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.335
NODE_2765_length_1258_cov_0.888697_1 -            352 TIGR00422            TIGR00422    863     1e-50  169.4   7.2   4   4   4.4e-09   8.3e-07   24.1   0.0   243   285   309   351   306   352 0.93 # 3 # 1058 # -1 # ID=296_1;partial=10;start_type=GTG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.335
NODE_3040_length_1152_cov_0.728395_1 -            359 TIGR00422            TIGR00422    863   1.7e-39  132.2   1.5   1   3   2.3e-17   4.4e-15   51.4   0.1    33   126     3    95     1   110 0.88 # 3 # 1079 # -1 # ID=334_1;partial=10;start_type=ATG;rbs_motif=TAAA;rbs_spacer=13bp;gc_cont=0.321
NODE_3040_length_1152_cov_0.728395_1 -            359 TIGR00422            TIGR00422    863   1.7e-39  132.2   1.5   2   3   3.9e-06   0.00073   14.3   0.0   338   414   142   219   127   224 0.83 # 3 # 1079 # -1 # ID=334_1;partial=10;start_type=ATG;rbs_motif=TAAA;rbs_spacer=13bp;gc_cont=0.321
NODE_3040_length_1152_cov_0.728395_1 -            359 TIGR00422            TIGR00422    863   1.7e-39  132.2   1.5   3   3   2.5e-21   4.6e-19   64.6   0.0   449   573   224   347   220   353 0.88 # 3 # 1079 # -1 # ID=334_1;partial=10;start_type=ATG;rbs_motif=TAAA;rbs_spacer=13bp;gc_cont=0.321
NODE_1406_length_2656_cov_1.536957_3 -            246 TIGR00422            TIGR00422    863   2.1e-06   22.8   0.4   1   1   1.1e-08   2.1e-06   22.8   0.4   479   588    18   126     1   211 0.79 # 1918 # 2655 # -1 # ID=138_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.282
NODE_429_length_8745_cov_59.462234_7 -            450 TIGR00422            TIGR00422    863   0.00017   16.4   0.4   1   1   8.9e-07   0.00017   16.4   0.4   479   594   222   336   200   422 0.76 # 5582 # 6931 # -1 # ID=38_7;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.289
NODE_89_length_22684_cov_6.645340_3  -            323 TIGR00422            TIGR00422    863    0.0051   11.5   0.1   1   2   0.00025     0.048    8.3   0.0   516   536   182   202   165   205 0.88 # 1046 # 2014 # 1 # ID=5_3;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=9bp;gc_cont=0.357
NODE_89_length_22684_cov_6.645340_3  -            323 TIGR00422            TIGR00422    863    0.0051   11.5   0.1   2   2     0.038       7.2    1.1   0.0   624   680   255   316   215   319 0.74 # 1046 # 2014 # 1 # ID=5_3;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=9bp;gc_cont=0.357
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /tmp/e4c4b1c6-49c4-4086-a5cb-8ecf9e55c022
# Target file:     checkm_maxbin_results/bins/TB2_SN3.005/genes.faa
# Option settings: hmmsearch --domtblout checkm_maxbin_results/bins/TB2_SN3.005/hmmer.tree.txt --noali --notextw -E 0.1 --domE 0.1 --cpu 2 /tmp/e4c4b1c6-49c4-4086-a5cb-8ecf9e55c022 checkm_maxbin_results/bins/TB2_SN3.005/genes.faa 
# Current dir:     /home/team_218/metagenomics/ht2
# Date:            Thu Dec 19 17:59:07 2024
# [ok]
